label,column,n_rows_label,n_unique_values,top10_coverage
DoS Slowhttptest,SYN Flag Count,1740,9,1.0
DoS Slowhttptest,RST Flag Count,1740,2,1.0
DoS Slowhttptest,PSH Flag Count,1740,13,0.9977011494252873
DoS Slowhttptest,ACK Flag Count,1740,18,0.9793103448275862
DoS Slowhttptest,URG Flag Count,1740,1,1.0
DoS Slowhttptest,CWR Flag Count,1740,1,1.0
DoS Slowhttptest,ECE Flag Count,1740,1,1.0
DoS Slowhttptest,Bwd Segment Size Avg,1740,12,0.9988505747126437
DoS Slowhttptest,Fwd Bytes/Bulk Avg,1740,10,1.0
DoS Slowhttptest,Fwd Packet/Bulk Avg,1740,3,1.0
DoS Slowhttptest,Fwd Bulk Rate Avg,1740,35,0.9586206896551724
DoS Slowhttptest,Bwd Bytes/Bulk Avg,1740,1,1.0
DoS Slowhttptest,Bwd Packet/Bulk Avg,1740,1,1.0
DoS Slowhttptest,Bwd Bulk Rate Avg,1740,1,1.0
DoS Slowhttptest,Subflow Fwd Packets,1740,1,1.0
DoS Slowhttptest,Subflow Bwd Packets,1740,1,1.0
DoS Slowhttptest,Subflow Bwd Bytes,1740,25,0.982183908045977
DoS Slowhttptest,FWD Init Win Bytes,1740,2,1.0
DoS Slowhttptest,Bwd Init Win Bytes,1740,5,1.0
DoS Slowhttptest,Fwd Act Data Pkts,1740,13,0.9977011494252873
DoS Slowhttptest,Fwd Seg Size Min,1740,2,1.0
DoS Slowhttptest,ICMP Code,1740,1,1.0
DoS Slowhttptest,ICMP Type,1740,1,1.0
DoS Slowhttptest,Attempted Category,1740,1,1.0
DoS Slowhttptest - Attempted,Dst Port,3368,1,1.0
DoS Slowhttptest - Attempted,Protocol,3368,1,1.0
DoS Slowhttptest - Attempted,Total Fwd Packet,3368,10,1.0
DoS Slowhttptest - Attempted,Total Bwd packets,3368,8,1.0
DoS Slowhttptest - Attempted,Total Length of Fwd Packet,3368,2,1.0
DoS Slowhttptest - Attempted,Total Length of Bwd Packet,3368,6,1.0
DoS Slowhttptest - Attempted,Fwd Packet Length Max,3368,2,1.0
DoS Slowhttptest - Attempted,Fwd Packet Length Min,3368,1,1.0
DoS Slowhttptest - Attempted,Fwd Packet Length Mean,3368,2,1.0
DoS Slowhttptest - Attempted,Fwd Packet Length Std,3368,2,1.0
DoS Slowhttptest - Attempted,Bwd Packet Length Max,3368,5,1.0
DoS Slowhttptest - Attempted,Bwd Packet Length Min,3368,3,1.0
DoS Slowhttptest - Attempted,Bwd Packet Length Mean,3368,10,1.0
DoS Slowhttptest - Attempted,Bwd Packet Length Std,3368,11,0.9997030878859857
DoS Slowhttptest - Attempted,Bwd IAT Total,3368,227,0.9242874109263658
DoS Slowhttptest - Attempted,Bwd IAT Mean,3368,230,0.9242874109263658
DoS Slowhttptest - Attempted,Bwd IAT Std,3368,201,0.9421021377672208
DoS Slowhttptest - Attempted,Bwd IAT Max,3368,223,0.9251781472684085
DoS Slowhttptest - Attempted,Bwd IAT Min,3368,41,0.9884204275534442
DoS Slowhttptest - Attempted,Fwd PSH Flags,3368,2,1.0
DoS Slowhttptest - Attempted,Bwd PSH Flags,3368,2,1.0
DoS Slowhttptest - Attempted,Fwd URG Flags,3368,1,1.0
DoS Slowhttptest - Attempted,Bwd URG Flags,3368,1,1.0
DoS Slowhttptest - Attempted,Fwd RST Flags,3368,2,1.0
DoS Slowhttptest - Attempted,Bwd RST Flags,3368,1,1.0
DoS Slowhttptest - Attempted,Fwd Header Length,3368,11,0.9997030878859857
DoS Slowhttptest - Attempted,Bwd Header Length,3368,11,0.9997030878859857
DoS Slowhttptest - Attempted,Packet Length Min,3368,1,1.0
DoS Slowhttptest - Attempted,Packet Length Max,3368,5,1.0
DoS Slowhttptest - Attempted,Packet Length Mean,3368,11,0.9997030878859857
DoS Slowhttptest - Attempted,Packet Length Std,3368,14,0.998812351543943
DoS Slowhttptest - Attempted,Packet Length Variance,3368,14,0.998812351543943
DoS Slowhttptest - Attempted,FIN Flag Count,3368,4,1.0
DoS Slowhttptest - Attempted,SYN Flag Count,3368,6,1.0
DoS Slowhttptest - Attempted,RST Flag Count,3368,2,1.0
DoS Slowhttptest - Attempted,PSH Flag Count,3368,3,1.0
DoS Slowhttptest - Attempted,ACK Flag Count,3368,10,1.0
DoS Slowhttptest - Attempted,URG Flag Count,3368,1,1.0
DoS Slowhttptest - Attempted,CWR Flag Count,3368,1,1.0
DoS Slowhttptest - Attempted,ECE Flag Count,3368,1,1.0
DoS Slowhttptest - Attempted,Down/Up Ratio,3368,10,1.0
DoS Slowhttptest - Attempted,Average Packet Size,3368,11,0.9997030878859857
DoS Slowhttptest - Attempted,Fwd Segment Size Avg,3368,2,1.0
DoS Slowhttptest - Attempted,Bwd Segment Size Avg,3368,10,1.0
DoS Slowhttptest - Attempted,Fwd Bytes/Bulk Avg,3368,1,1.0
DoS Slowhttptest - Attempted,Fwd Packet/Bulk Avg,3368,1,1.0
DoS Slowhttptest - Attempted,Fwd Bulk Rate Avg,3368,1,1.0
DoS Slowhttptest - Attempted,Bwd Bytes/Bulk Avg,3368,1,1.0
DoS Slowhttptest - Attempted,Bwd Packet/Bulk Avg,3368,1,1.0
DoS Slowhttptest - Attempted,Bwd Bulk Rate Avg,3368,1,1.0
DoS Slowhttptest - Attempted,Subflow Fwd Packets,3368,2,1.0
DoS Slowhttptest - Attempted,Subflow Fwd Bytes,3368,2,1.0
DoS Slowhttptest - Attempted,Subflow Bwd Packets,3368,2,1.0
DoS Slowhttptest - Attempted,Subflow Bwd Bytes,3368,11,0.9997030878859857
DoS Slowhttptest - Attempted,FWD Init Win Bytes,3368,3,1.0
DoS Slowhttptest - Attempted,Bwd Init Win Bytes,3368,4,1.0
DoS Slowhttptest - Attempted,Fwd Act Data Pkts,3368,2,1.0
DoS Slowhttptest - Attempted,Fwd Seg Size Min,3368,4,1.0
DoS Slowhttptest - Attempted,Active Std,3368,4,1.0
DoS Slowhttptest - Attempted,ICMP Code,3368,1,1.0
DoS Slowhttptest - Attempted,ICMP Type,3368,1,1.0
DoS Slowhttptest - Attempted,Attempted Category,3368,3,1.0
DoS Slowloris,Dst Port,3859,1,1.0
DoS Slowloris,Protocol,3859,1,1.0
DoS Slowloris,Total Fwd Packet,3859,16,0.9891163513863696
DoS Slowloris,Total Bwd packets,3859,4,1.0
DoS Slowloris,Total Length of Fwd Packet,3859,31,0.9800466442083441
DoS Slowloris,Total Length of Bwd Packet,3859,2,1.0
DoS Slowloris,Fwd Packet Length Max,3859,4,1.0
DoS Slowloris,Fwd Packet Length Min,3859,2,1.0
DoS Slowloris,Fwd Packet Length Mean,3859,64,0.9525783881834672
DoS Slowloris,Fwd Packet Length Std,3859,64,0.9525783881834672
DoS Slowloris,Bwd Packet Length Max,3859,2,1.0
DoS Slowloris,Bwd Packet Length Min,3859,1,1.0
DoS Slowloris,Bwd Packet Length Mean,3859,4,1.0
DoS Slowloris,Bwd Packet Length Std,3859,4,1.0
DoS Slowloris,Fwd PSH Flags,3859,12,0.9987043275459964
DoS Slowloris,Bwd PSH Flags,3859,2,1.0
DoS Slowloris,Fwd URG Flags,3859,1,1.0
DoS Slowloris,Bwd URG Flags,3859,1,1.0
DoS Slowloris,Fwd RST Flags,3859,2,1.0
DoS Slowloris,Bwd RST Flags,3859,2,1.0
DoS Slowloris,Fwd Header Length,3859,42,0.973568281938326
DoS Slowloris,Bwd Header Length,3859,9,1.0
DoS Slowloris,Packet Length Min,3859,1,1.0
DoS Slowloris,Packet Length Max,3859,5,1.0
DoS Slowloris,Packet Length Mean,3859,69,0.9486913708214564
DoS Slowloris,Packet Length Std,3859,70,0.941435605079036
DoS Slowloris,Packet Length Variance,3859,71,0.941435605079036
DoS Slowloris,FIN Flag Count,3859,4,1.0
DoS Slowloris,SYN Flag Count,3859,5,1.0
DoS Slowloris,RST Flag Count,3859,2,1.0
DoS Slowloris,PSH Flag Count,3859,12,0.9984451930551956
DoS Slowloris,ACK Flag Count,3859,15,0.9955947136563876
DoS Slowloris,URG Flag Count,3859,1,1.0
DoS Slowloris,CWR Flag Count,3859,1,1.0
DoS Slowloris,ECE Flag Count,3859,1,1.0
DoS Slowloris,Down/Up Ratio,3859,24,0.9816014511531485
DoS Slowloris,Average Packet Size,3859,67,0.9486913708214564
DoS Slowloris,Fwd Segment Size Avg,3859,60,0.9525783881834672
DoS Slowloris,Bwd Segment Size Avg,3859,4,1.0
DoS Slowloris,Fwd Bytes/Bulk Avg,3859,6,1.0
DoS Slowloris,Fwd Packet/Bulk Avg,3859,3,1.0
DoS Slowloris,Fwd Bulk Rate Avg,3859,15,0.9987043275459964
DoS Slowloris,Bwd Bytes/Bulk Avg,3859,1,1.0
DoS Slowloris,Bwd Packet/Bulk Avg,3859,1,1.0
DoS Slowloris,Bwd Bulk Rate Avg,3859,1,1.0
DoS Slowloris,Subflow Fwd Packets,3859,1,1.0
DoS Slowloris,Subflow Fwd Bytes,3859,56,0.9489505053122571
DoS Slowloris,Subflow Bwd Packets,3859,1,1.0
DoS Slowloris,Subflow Bwd Bytes,3859,13,0.9992225965275978
DoS Slowloris,FWD Init Win Bytes,3859,3,1.0
DoS Slowloris,Bwd Init Win Bytes,3859,3,1.0
DoS Slowloris,Fwd Act Data Pkts,3859,13,0.997149520601192
DoS Slowloris,Fwd Seg Size Min,3859,3,1.0
DoS Slowloris,ICMP Code,3859,1,1.0
DoS Slowloris,ICMP Type,3859,1,1.0
DoS Slowloris,Attempted Category,3859,1,1.0
DoS Slowloris - Attempted,Dst Port,1847,1,1.0
DoS Slowloris - Attempted,Protocol,1847,1,1.0
DoS Slowloris - Attempted,Total Fwd Packet,1847,10,1.0
DoS Slowloris - Attempted,Total Bwd packets,1847,7,1.0
DoS Slowloris - Attempted,Total Length of Fwd Packet,1847,7,1.0
DoS Slowloris - Attempted,Total Length of Bwd Packet,1847,6,1.0
DoS Slowloris - Attempted,Fwd Packet Length Max,1847,6,1.0
DoS Slowloris - Attempted,Fwd Packet Length Min,1847,1,1.0
DoS Slowloris - Attempted,Fwd Packet Length Mean,1847,7,1.0
DoS Slowloris - Attempted,Fwd Packet Length Std,1847,7,1.0
DoS Slowloris - Attempted,Bwd Packet Length Max,1847,6,1.0
DoS Slowloris - Attempted,Bwd Packet Length Min,1847,1,1.0
DoS Slowloris - Attempted,Bwd Packet Length Mean,1847,8,1.0
DoS Slowloris - Attempted,Bwd Packet Length Std,1847,8,1.0
DoS Slowloris - Attempted,Bwd IAT Total,1847,157,0.9204114780725501
DoS Slowloris - Attempted,Bwd IAT Mean,1847,157,0.9204114780725501
DoS Slowloris - Attempted,Bwd IAT Std,1847,144,0.9274499187872225
DoS Slowloris - Attempted,Bwd IAT Max,1847,154,0.9220357336220899
DoS Slowloris - Attempted,Bwd IAT Min,1847,21,0.9940443963183541
DoS Slowloris - Attempted,Fwd PSH Flags,1847,4,1.0
DoS Slowloris - Attempted,Bwd PSH Flags,1847,5,1.0
DoS Slowloris - Attempted,Fwd URG Flags,1847,1,1.0
DoS Slowloris - Attempted,Bwd URG Flags,1847,1,1.0
DoS Slowloris - Attempted,Fwd RST Flags,1847,2,1.0
DoS Slowloris - Attempted,Bwd RST Flags,1847,1,1.0
DoS Slowloris - Attempted,Fwd Header Length,1847,14,0.9978343259339469
DoS Slowloris - Attempted,Bwd Header Length,1847,10,1.0
DoS Slowloris - Attempted,Packet Length Min,1847,1,1.0
DoS Slowloris - Attempted,Packet Length Max,1847,6,1.0
DoS Slowloris - Attempted,Packet Length Mean,1847,9,1.0
DoS Slowloris - Attempted,Packet Length Std,1847,9,1.0
DoS Slowloris - Attempted,Packet Length Variance,1847,9,1.0
DoS Slowloris - Attempted,FIN Flag Count,1847,6,1.0
DoS Slowloris - Attempted,SYN Flag Count,1847,6,1.0
DoS Slowloris - Attempted,RST Flag Count,1847,2,1.0
DoS Slowloris - Attempted,PSH Flag Count,1847,7,1.0
DoS Slowloris - Attempted,ACK Flag Count,1847,11,0.9994585814834868
DoS Slowloris - Attempted,URG Flag Count,1847,1,1.0
DoS Slowloris - Attempted,CWR Flag Count,1847,1,1.0
DoS Slowloris - Attempted,ECE Flag Count,1847,1,1.0
DoS Slowloris - Attempted,Down/Up Ratio,1847,10,1.0
DoS Slowloris - Attempted,Average Packet Size,1847,9,1.0
DoS Slowloris - Attempted,Fwd Segment Size Avg,1847,7,1.0
DoS Slowloris - Attempted,Bwd Segment Size Avg,1847,8,1.0
DoS Slowloris - Attempted,Fwd Bytes/Bulk Avg,1847,3,1.0
DoS Slowloris - Attempted,Fwd Packet/Bulk Avg,1847,2,1.0
DoS Slowloris - Attempted,Fwd Bulk Rate Avg,1847,4,1.0
DoS Slowloris - Attempted,Bwd Bytes/Bulk Avg,1847,2,1.0
DoS Slowloris - Attempted,Bwd Packet/Bulk Avg,1847,2,1.0
DoS Slowloris - Attempted,Bwd Bulk Rate Avg,1847,2,1.0
DoS Slowloris - Attempted,Subflow Fwd Packets,1847,2,1.0
DoS Slowloris - Attempted,Subflow Fwd Bytes,1847,8,1.0
DoS Slowloris - Attempted,Subflow Bwd Packets,1847,2,1.0
DoS Slowloris - Attempted,Subflow Bwd Bytes,1847,9,1.0
DoS Slowloris - Attempted,FWD Init Win Bytes,1847,3,1.0
DoS Slowloris - Attempted,Bwd Init Win Bytes,1847,7,1.0
DoS Slowloris - Attempted,Fwd Act Data Pkts,1847,4,1.0
DoS Slowloris - Attempted,Fwd Seg Size Min,1847,4,1.0
DoS Slowloris - Attempted,Active Mean,1847,7,1.0
DoS Slowloris - Attempted,Active Std,1847,4,1.0
DoS Slowloris - Attempted,Active Max,1847,7,1.0
DoS Slowloris - Attempted,Active Min,1847,7,1.0
DoS Slowloris - Attempted,Idle Mean,1847,8,1.0
DoS Slowloris - Attempted,Idle Std,1847,6,1.0
DoS Slowloris - Attempted,Idle Max,1847,8,1.0
DoS Slowloris - Attempted,Idle Min,1847,8,1.0
DoS Slowloris - Attempted,ICMP Code,1847,1,1.0
DoS Slowloris - Attempted,ICMP Type,1847,1,1.0
DoS Slowloris - Attempted,Attempted Category,1847,4,1.0
FTP-Patator,Dst Port,3972,1,1.0
FTP-Patator,Protocol,3972,1,1.0
FTP-Patator,Total Fwd Packet,3972,6,1.0
FTP-Patator,Total Bwd packets,3972,6,1.0
FTP-Patator,Total Length of Bwd Packet,3972,3,1.0
FTP-Patator,Fwd Packet Length Max,3972,30,0.9088620342396777
FTP-Patator,Fwd Packet Length Min,3972,1,1.0
FTP-Patator,Bwd Packet Length Max,3972,1,1.0
FTP-Patator,Bwd Packet Length Min,3972,1,1.0
FTP-Patator,Bwd Packet Length Mean,3972,6,1.0
FTP-Patator,Bwd Packet Length Std,3972,6,1.0
FTP-Patator,Flow IAT Min,3972,38,0.9859013091641491
FTP-Patator,Bwd IAT Min,3972,43,0.9846424974823766
FTP-Patator,Fwd PSH Flags,3972,4,1.0
FTP-Patator,Bwd PSH Flags,3972,3,1.0
FTP-Patator,Fwd URG Flags,3972,1,1.0
FTP-Patator,Bwd URG Flags,3972,1,1.0
FTP-Patator,Fwd RST Flags,3972,1,1.0
FTP-Patator,Bwd RST Flags,3972,3,1.0
FTP-Patator,Fwd Header Length,3972,6,1.0
FTP-Patator,Bwd Header Length,3972,6,1.0
FTP-Patator,Packet Length Min,3972,1,1.0
FTP-Patator,Packet Length Max,3972,12,0.999496475327291
FTP-Patator,FIN Flag Count,3972,3,1.0
FTP-Patator,SYN Flag Count,3972,1,1.0
FTP-Patator,RST Flag Count,3972,3,1.0
FTP-Patator,PSH Flag Count,3972,4,1.0
FTP-Patator,ACK Flag Count,3972,5,1.0
FTP-Patator,URG Flag Count,3972,1,1.0
FTP-Patator,CWR Flag Count,3972,1,1.0
FTP-Patator,ECE Flag Count,3972,1,1.0
FTP-Patator,Down/Up Ratio,3972,5,1.0
FTP-Patator,Bwd Segment Size Avg,3972,6,1.0
FTP-Patator,Fwd Bytes/Bulk Avg,3972,1,1.0
FTP-Patator,Fwd Packet/Bulk Avg,3972,1,1.0
FTP-Patator,Fwd Bulk Rate Avg,3972,1,1.0
FTP-Patator,Bwd Bytes/Bulk Avg,3972,1,1.0
FTP-Patator,Bwd Packet/Bulk Avg,3972,1,1.0
FTP-Patator,Bwd Bulk Rate Avg,3972,1,1.0
FTP-Patator,Subflow Fwd Packets,3972,1,1.0
FTP-Patator,Subflow Fwd Bytes,3972,4,1.0
FTP-Patator,Subflow Bwd Packets,3972,1,1.0
FTP-Patator,Subflow Bwd Bytes,3972,3,1.0
FTP-Patator,FWD Init Win Bytes,3972,1,1.0
FTP-Patator,Bwd Init Win Bytes,3972,2,1.0
FTP-Patator,Fwd Act Data Pkts,3972,4,1.0
FTP-Patator,Fwd Seg Size Min,3972,1,1.0
FTP-Patator,Active Mean,3972,1,1.0
FTP-Patator,Active Std,3972,1,1.0
FTP-Patator,Active Max,3972,1,1.0
FTP-Patator,Active Min,3972,1,1.0
FTP-Patator,Idle Mean,3972,1,1.0
FTP-Patator,Idle Std,3972,1,1.0
FTP-Patator,Idle Max,3972,1,1.0
FTP-Patator,Idle Min,3972,1,1.0
FTP-Patator,ICMP Code,3972,1,1.0
FTP-Patator,ICMP Type,3972,1,1.0
FTP-Patator,Attempted Category,3972,1,1.0
FTP-Patator - Attempted,Src Port,12,11,0.9166666666666666
FTP-Patator - Attempted,Dst Port,12,1,1.0
FTP-Patator - Attempted,Protocol,12,1,1.0
FTP-Patator - Attempted,Total Fwd Packet,12,2,1.0
FTP-Patator - Attempted,Total Bwd packets,12,2,1.0
FTP-Patator - Attempted,Total Length of Fwd Packet,12,2,1.0
FTP-Patator - Attempted,Total Length of Bwd Packet,12,2,1.0
FTP-Patator - Attempted,Fwd Packet Length Max,12,2,1.0
FTP-Patator - Attempted,Fwd Packet Length Min,12,1,1.0
FTP-Patator - Attempted,Fwd Packet Length Mean,12,2,1.0
FTP-Patator - Attempted,Fwd Packet Length Std,12,2,1.0
FTP-Patator - Attempted,Bwd Packet Length Max,12,2,1.0
FTP-Patator - Attempted,Bwd Packet Length Min,12,1,1.0
FTP-Patator - Attempted,Bwd Packet Length Mean,12,2,1.0
FTP-Patator - Attempted,Bwd Packet Length Std,12,2,1.0
FTP-Patator - Attempted,Flow IAT Max,12,10,1.0
FTP-Patator - Attempted,Flow IAT Min,12,7,1.0
FTP-Patator - Attempted,Fwd IAT Total,12,10,1.0
FTP-Patator - Attempted,Fwd IAT Mean,12,10,1.0
FTP-Patator - Attempted,Fwd IAT Std,12,2,1.0
FTP-Patator - Attempted,Fwd IAT Max,12,10,1.0
FTP-Patator - Attempted,Fwd IAT Min,12,10,1.0
FTP-Patator - Attempted,Bwd IAT Total,12,7,1.0
FTP-Patator - Attempted,Bwd IAT Mean,12,7,1.0
FTP-Patator - Attempted,Bwd IAT Std,12,2,1.0
FTP-Patator - Attempted,Bwd IAT Max,12,7,1.0
FTP-Patator - Attempted,Bwd IAT Min,12,7,1.0
FTP-Patator - Attempted,Fwd PSH Flags,12,2,1.0
FTP-Patator - Attempted,Bwd PSH Flags,12,2,1.0
FTP-Patator - Attempted,Fwd URG Flags,12,1,1.0
FTP-Patator - Attempted,Bwd URG Flags,12,1,1.0
FTP-Patator - Attempted,Fwd RST Flags,12,1,1.0
FTP-Patator - Attempted,Bwd RST Flags,12,1,1.0
FTP-Patator - Attempted,Fwd Header Length,12,2,1.0
FTP-Patator - Attempted,Bwd Header Length,12,2,1.0
FTP-Patator - Attempted,Packet Length Min,12,1,1.0
FTP-Patator - Attempted,Packet Length Max,12,2,1.0
FTP-Patator - Attempted,Packet Length Mean,12,2,1.0
FTP-Patator - Attempted,Packet Length Std,12,2,1.0
FTP-Patator - Attempted,Packet Length Variance,12,2,1.0
FTP-Patator - Attempted,FIN Flag Count,12,2,1.0
FTP-Patator - Attempted,SYN Flag Count,12,2,1.0
FTP-Patator - Attempted,RST Flag Count,12,1,1.0
FTP-Patator - Attempted,PSH Flag Count,12,2,1.0
FTP-Patator - Attempted,ACK Flag Count,12,2,1.0
FTP-Patator - Attempted,URG Flag Count,12,1,1.0
FTP-Patator - Attempted,CWR Flag Count,12,1,1.0
FTP-Patator - Attempted,ECE Flag Count,12,1,1.0
FTP-Patator - Attempted,Down/Up Ratio,12,2,1.0
FTP-Patator - Attempted,Average Packet Size,12,2,1.0
FTP-Patator - Attempted,Fwd Segment Size Avg,12,2,1.0
FTP-Patator - Attempted,Bwd Segment Size Avg,12,2,1.0
FTP-Patator - Attempted,Fwd Bytes/Bulk Avg,12,1,1.0
FTP-Patator - Attempted,Fwd Packet/Bulk Avg,12,1,1.0
FTP-Patator - Attempted,Fwd Bulk Rate Avg,12,1,1.0
FTP-Patator - Attempted,Bwd Bytes/Bulk Avg,12,1,1.0
FTP-Patator - Attempted,Bwd Packet/Bulk Avg,12,1,1.0
FTP-Patator - Attempted,Bwd Bulk Rate Avg,12,1,1.0
FTP-Patator - Attempted,Subflow Fwd Packets,12,1,1.0
FTP-Patator - Attempted,Subflow Fwd Bytes,12,2,1.0
FTP-Patator - Attempted,Subflow Bwd Packets,12,1,1.0
FTP-Patator - Attempted,Subflow Bwd Bytes,12,2,1.0
FTP-Patator - Attempted,FWD Init Win Bytes,12,2,1.0
FTP-Patator - Attempted,Bwd Init Win Bytes,12,1,1.0
FTP-Patator - Attempted,Fwd Act Data Pkts,12,2,1.0
FTP-Patator - Attempted,Fwd Seg Size Min,12,2,1.0
FTP-Patator - Attempted,Active Mean,12,1,1.0
FTP-Patator - Attempted,Active Std,12,1,1.0
FTP-Patator - Attempted,Active Max,12,1,1.0
FTP-Patator - Attempted,Active Min,12,1,1.0
FTP-Patator - Attempted,Idle Mean,12,1,1.0
FTP-Patator - Attempted,Idle Std,12,1,1.0
FTP-Patator - Attempted,Idle Max,12,1,1.0
FTP-Patator - Attempted,Idle Min,12,1,1.0
FTP-Patator - Attempted,ICMP Code,12,1,1.0
FTP-Patator - Attempted,ICMP Type,12,1,1.0
FTP-Patator - Attempted,Attempted Category,12,2,1.0
Heartbleed,Src Port,11,1,1.0
Heartbleed,Dst Port,11,1,1.0
Heartbleed,Protocol,11,1,1.0
Heartbleed,Flow Duration,11,11,0.9090909090909091
Heartbleed,Total Fwd Packet,11,10,1.0
Heartbleed,Total Bwd packets,11,11,0.9090909090909091
Heartbleed,Total Length of Fwd Packet,11,4,1.0
Heartbleed,Total Length of Bwd Packet,11,6,1.0
Heartbleed,Fwd Packet Length Max,11,3,1.0
Heartbleed,Fwd Packet Length Min,11,1,1.0
Heartbleed,Fwd Packet Length Mean,11,11,0.9090909090909091
Heartbleed,Fwd Packet Length Std,11,10,1.0
Heartbleed,Bwd Packet Length Max,11,4,1.0
Heartbleed,Bwd Packet Length Min,11,1,1.0
Heartbleed,Bwd Packet Length Mean,11,11,0.9090909090909091
Heartbleed,Bwd Packet Length Std,11,11,0.9090909090909091
Heartbleed,Flow Bytes/s,11,11,0.9090909090909091
Heartbleed,Flow Packets/s,11,11,0.9090909090909091
Heartbleed,Flow IAT Mean,11,11,0.9090909090909091
Heartbleed,Flow IAT Std,11,11,0.9090909090909091
Heartbleed,Flow IAT Max,11,10,1.0
Heartbleed,Flow IAT Min,11,1,1.0
Heartbleed,Fwd IAT Total,11,11,0.9090909090909091
Heartbleed,Fwd IAT Mean,11,11,0.9090909090909091
Heartbleed,Fwd IAT Std,11,11,0.9090909090909091
Heartbleed,Fwd IAT Max,11,11,0.9090909090909091
Heartbleed,Fwd IAT Min,11,1,1.0
Heartbleed,Bwd IAT Total,11,11,0.9090909090909091
Heartbleed,Bwd IAT Mean,11,11,0.9090909090909091
Heartbleed,Bwd IAT Std,11,11,0.9090909090909091
Heartbleed,Bwd IAT Max,11,10,1.0
Heartbleed,Bwd IAT Min,11,2,1.0
Heartbleed,Fwd PSH Flags,11,4,1.0
Heartbleed,Bwd PSH Flags,11,9,1.0
Heartbleed,Fwd URG Flags,11,1,1.0
Heartbleed,Bwd URG Flags,11,1,1.0
Heartbleed,Fwd RST Flags,11,2,1.0
Heartbleed,Bwd RST Flags,11,1,1.0
Heartbleed,Fwd Header Length,11,10,1.0
Heartbleed,Bwd Header Length,11,11,0.9090909090909091
Heartbleed,Fwd Packets/s,11,11,0.9090909090909091
Heartbleed,Bwd Packets/s,11,11,0.9090909090909091
Heartbleed,Packet Length Min,11,1,1.0
Heartbleed,Packet Length Max,11,4,1.0
Heartbleed,Packet Length Mean,11,11,0.9090909090909091
Heartbleed,Packet Length Std,11,11,0.9090909090909091
Heartbleed,Packet Length Variance,11,11,0.9090909090909091
Heartbleed,FIN Flag Count,11,2,1.0
Heartbleed,SYN Flag Count,11,2,1.0
Heartbleed,RST Flag Count,11,2,1.0
Heartbleed,PSH Flag Count,11,10,1.0
Heartbleed,ACK Flag Count,11,11,0.9090909090909091
Heartbleed,URG Flag Count,11,1,1.0
Heartbleed,CWR Flag Count,11,1,1.0
Heartbleed,ECE Flag Count,11,1,1.0
Heartbleed,Down/Up Ratio,11,11,0.9090909090909091
Heartbleed,Average Packet Size,11,11,0.9090909090909091
Heartbleed,Fwd Segment Size Avg,11,10,1.0
Heartbleed,Bwd Segment Size Avg,11,11,0.9090909090909091
Heartbleed,Fwd Bytes/Bulk Avg,11,2,1.0
Heartbleed,Fwd Packet/Bulk Avg,11,2,1.0
Heartbleed,Fwd Bulk Rate Avg,11,2,1.0
Heartbleed,Bwd Bytes/Bulk Avg,11,4,1.0
Heartbleed,Bwd Packet/Bulk Avg,11,3,1.0
Heartbleed,Bwd Bulk Rate Avg,11,11,0.9090909090909091
Heartbleed,Subflow Fwd Packets,11,1,1.0
Heartbleed,Subflow Fwd Bytes,11,2,1.0
Heartbleed,Subflow Bwd Packets,11,1,1.0
Heartbleed,Subflow Bwd Bytes,11,9,1.0
Heartbleed,FWD Init Win Bytes,11,2,1.0
Heartbleed,Bwd Init Win Bytes,11,2,1.0
Heartbleed,Fwd Act Data Pkts,11,4,1.0
Heartbleed,Fwd Seg Size Min,11,2,1.0
Heartbleed,Active Mean,11,2,1.0
Heartbleed,Active Std,11,1,1.0
Heartbleed,Active Max,11,2,1.0
Heartbleed,Active Min,11,2,1.0
Heartbleed,Idle Mean,11,2,1.0
Heartbleed,Idle Std,11,1,1.0
Heartbleed,Idle Max,11,2,1.0
Heartbleed,Idle Min,11,2,1.0
Heartbleed,ICMP Code,11,1,1.0
Heartbleed,ICMP Type,11,1,1.0
Heartbleed,Total TCP Flow Time,11,11,0.9090909090909091
Heartbleed,Attempted Category,11,1,1.0
Infiltration,Src Port,36,6,1.0
Infiltration,Dst Port,36,1,1.0
Infiltration,Protocol,36,1,1.0
Infiltration,Total Length of Bwd Packet,36,10,1.0
Infiltration,Fwd Packet Length Min,36,3,1.0
Infiltration,Bwd Packet Length Max,36,5,1.0
Infiltration,Bwd Packet Length Min,36,1,1.0
Infiltration,Bwd Packet Length Mean,36,10,1.0
Infiltration,Bwd Packet Length Std,36,10,1.0
Infiltration,Bwd PSH Flags,36,9,1.0
Infiltration,Fwd URG Flags,36,1,1.0
Infiltration,Bwd URG Flags,36,1,1.0
Infiltration,Fwd RST Flags,36,2,1.0
Infiltration,Bwd RST Flags,36,2,1.0
Infiltration,Packet Length Min,36,1,1.0
Infiltration,FIN Flag Count,36,3,1.0
Infiltration,SYN Flag Count,36,2,1.0
Infiltration,RST Flag Count,36,2,1.0
Infiltration,URG Flag Count,36,1,1.0
Infiltration,CWR Flag Count,36,1,1.0
Infiltration,ECE Flag Count,36,1,1.0
Infiltration,Bwd Segment Size Avg,36,10,1.0
Infiltration,Bwd Bytes/Bulk Avg,36,3,1.0
Infiltration,Bwd Packet/Bulk Avg,36,3,1.0
Infiltration,Bwd Bulk Rate Avg,36,3,1.0
