group_id,group_size,sampled_rows,sample_truncated,day,id,Label,binary_label,Protocol,Flow Duration,Total Fwd Packet,Total Length of Fwd Packet,Total Length of Bwd Packet,Flow Bytes/s,SYN Flag Count,RST Flag Count,ACK Flag Count
g_64f3691db51ad5f4_0,19,19,False,friday,362405,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_64f3691db51ad5f4_0,19,19,False,friday,376952,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_64f3691db51ad5f4_0,19,19,False,friday,377175,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_64f3691db51ad5f4_0,19,19,False,friday,476104,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_64f3691db51ad5f4_0,19,19,False,friday,477455,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_64f3691db51ad5f4_0,19,19,False,friday,505361,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_64f3691db51ad5f4_0,19,19,False,friday,512415,Portscan,1,TCP,115.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,thursday,228119,BENIGN,0,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,142508,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,147230,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,154740,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,160964,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,178606,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,192901,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,213429,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,247336,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,258072,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,315887,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,434244,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,468227,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,479392,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,490626,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,491750,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,512554,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,520636,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_2c7a8780779b1805_0,19,19,False,friday,528253,Portscan,1,TCP,118.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,thursday,289182,BENIGN,0,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,175277,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,228069,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,248435,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,248600,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,270108,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,278225,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,291648,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,305459,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,408622,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,441123,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,538506,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_cad07e2d8caaa8a3_0,13,13,False,friday,542144,Portscan,1,TCP,117.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,thursday,262338,BENIGN,0,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,friday,300842,Portscan,1,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,thursday,359418,BENIGN,0,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,friday,330317,Portscan,1,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,friday,362111,Portscan,1,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,friday,442653,Portscan,1,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,friday,445506,Portscan,1,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_c869c6f02412fa95_0,8,8,False,friday,460383,Portscan,1,TCP,155.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,thursday,147597,BENIGN,0,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,213014,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,231604,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,255313,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,307236,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,326956,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,415892,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_31a03c03d31a9a2a_0,8,8,False,friday,520232,Portscan,1,TCP,143.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,thursday,306044,BENIGN,0,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,friday,185498,Portscan,1,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,friday,317294,Portscan,1,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,friday,405794,Portscan,1,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,friday,474084,Portscan,1,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,friday,537296,Portscan,1,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
g_584b22139640b5db_0,7,7,False,friday,539660,Portscan,1,TCP,132.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
